"id","name","version","url","synk_check"
"313","dc_popup_notifications",,"https://cdn.justcall.io/app/sms_assets/dc_popup_notifications.js","2"
"314","dc_popup_notifications",,"https://justcall.io/app/sms_assets/dc_popup_notifications.js","2"
"315","buttons","1.0.4","https://justcall.io/app/assets/lib/datatables/plugins/buttons/js/buttons.flash.js","2"
"316","index",,"https://justcall.io/app/sms_assets/emoji_lib_live/index.js","2"
"317","Chart","2.2.1","https://justcall.io/theme/assets/lib/chartjs/Chart.min.js","0"
"318","dataTables","1.0.3","https://justcall.io/app/assets/lib/datatables/plugins/buttons/js/dataTables.buttons.js","2"
"319","nativejs-select",,"https://justcall.io/app/nativejs-select.min.js","2"
"320","clipboard","1.5.12","https://justcall.io/app/sms_assets/clipboard.min.js","2"
"321","favico-0","0.3.10","https://cdn.justcall.io/app/assets/js/favico-0.3.10.min.js","2"
"322","collapse","3.3.6","https://cdn.justcall.io/app/assets/js/timepicker/collapse.js","2"
"323","prettify","2.0","https://justcall.io/app/assets/lib/prettify/prettify.js","2"
"324","favico","2.0","https://cdn.justcall.io/app/assets/js/favico.js","2"
"325","transition","3.3.6","https://cdn.justcall.io/app/assets/js/timepicker/transition.js","2"
"326","smscount",,"https://justcall.io/app/assets/js/smscount.min.js","2"
"327","react","17.0.2","https://unpkg.com/react@17/umd/react.development.js","2"
"328","online1v2",,"https://cdn.justcall.io/app/assets/js/online1v2.js","2"
"329","online1",,"https://cdn.justcall.io/app/assets/js/online1.js?v=123","2"
"330","countries",,"https://justcall.io/app/countries.js","2"
"331","emoji-picker","1.12.5","https://justcall.io/ckassets/emoji/emoji-picker.js","2"
"332","util",,"https://justcall.io/ckassets/emoji/util.js","2"
"333","moment",,"https://cdn.justcall.io/app/assets/js/moment.min.js","2"
"334","dataTables","1.0.3","https://cdn.justcall.io/app/assets/lib/datatables/plugins/buttons/js/dataTables.buttons.js","2"
"335","react-dom","17.0.2","https://unpkg.com/react-dom@17/umd/react-dom.development.js","0"
"336","canvas",,"https://justcall.io/app/assets/js/canvas.js","2"
"337","buttons","07.2","https://cdn.justcall.io/app/assets/lib/datatables/plugins/buttons/js/buttons.html5.js","2"
"338","sweetalert2","5.2.1","https://cdn.jsdelivr.net/sweetalert2/5.2.1/sweetalert2.js","0"
"339","toastr","2.1.3","https://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/js/toastr.min.js","2"
"340","select2","4.0.3","https://justcall.io/app/sms_assets/select2.min.js","1"
"341","datepicker","2.2.3","https://cdnjs.cloudflare.com/ajax/libs/air-datepicker/2.2.3/js/datepicker.min.js","2"
"342","datepicker",,"https://cdnjs.cloudflare.com/ajax/libs/air-datepicker/2.2.3/js/i18n/datepicker.es.min.js","2"
"343","moment-timezone-with-data","0.5.13","https://cdn.justcall.io/app/assets/js/moment-timezone-with-data.js","2"
"344","statusfirebase2_ontabfocus",,"https://justcall.io/app/assets/js/statusfirebase2_ontabfocus.js?v=4","2"
"345","statusfirebase2_reporting",,"https://justcall.io/app/assets/js/statusfirebase2_reporting.js?v=5","2"
"346","daterangepicker","2.1.24","https://justcall.io/theme/assets/lib/daterangepicker/js/daterangepicker.js","2"
"347","tippy",,"https://justcall.io/ckassets/js/tippy.all.min.js","2"
"348","jstz","1.0.6","https://cdnjs.cloudflare.com/ajax/libs/jstimezonedetect/1.0.7/jstz.min.js","0"
"349","messages_2_june_2021_testurl",,"https://justcall.io/app/sms_assets/messages_2_june_2021_testurl.js?v=0","2"
"350","statusfirebase2_widgetv2",,"https://justcall.io/app/assets/js/statusfirebase2_widgetv2.js?0","2"
"351","beepringtone",,"https://justcall.io/api/beepringtone.js","2"
"352","statusfirebase2_widget",,"https://justcall.io/app/assets/js/statusfirebase2_widget.js?0","2"
"353","datepicker",,"https://cdnjs.cloudflare.com/ajax/libs/air-datepicker/2.2.3/js/i18n/datepicker","2"
"354","saved_reply_module",,"https://justcall.io/app/sms_assets/saved_reply/saved_reply_module.js?v=7","2"
"355","feathericon",,"https://cdn.easycalendar.com/app/assets/js/plugins/feathericon.js","2"
"356","saved_reply_module",,"https://justcall.io/app/sms_assets/saved_reply/saved_reply_module.js?v=12","2"
"357",,"1.4","https://cdn.jsdelivr.net/npm/select2@4.0.13/dist/js/i18n/","2"
"358","feather",,"https://cdn.easycalendar.com/app/libs/feather-icons/dist/feather.min.js","2"
"359","saved_reply_module",,"https://justcall.io/app/sms_assets/saved_reply/saved_reply_module.js?v=11","2"
"360","notie",,"https://cdn.easycalendar.com/app/libs/notie/dist/notie.min.js","2"
"361","utils",,"https://cdn.easycalendar.com/app/assets/js/utils.js","2"
"362","notie","0.75","https://cdn.easycalendar.com/app/assets/js/plugins/notie.js","2"
"363","messages-160920",,"https://justcall.io/app/sms_assets/messages-160920.js?v=1117","2"
"364","config",,"https://justcall.io/ckassets/emoji/config.js","2"
"365","moment-timezone","0.5.33","https://momentjs.com/downloads/moment-timezone.js","0"
"366","datepicker","2.2.3","https://cdn.justcall.io/app/assets/air-datepicker/js/datepicker.min.js","2"
"367","incomingcall",,"https://cdn.justcall.io/app/assets/js/incomingcall.js","2"
"368","notification_center",,"https://justcall.io/app/assets/js/notification_center.js?0","2"
"369","datepicker",,"https://cdn.justcall.io/app/assets/air-datepicker/js/i18n/datepicker.en.js","2"
"370","moment","2.14.2","https://cdn.justcall.io/app/assets/lib/moment.js/min/moment.min.js","2"
"371","react","17.0.2","https://unpkg.com/react@17/umd/react.development.js","2"
"372","react-dom","17.0.2","https://unpkg.com/react-dom@17/umd/react-dom.development.js","0"
"373","fullcalendar","3.10.2","https://cdn.justcall.io/app/sms_assets/fullcalendar.min.js","0"
"374","select2","4.0.3","https://cdn.justcall.io/app/assets/lib/select2/js/select2.full.min.js","1"
"375","statusfirebase2_availablity",,"https://justcall.io/app/assets/js/statusfirebase2_availablity.js?v=4","2"
"376","fakeLoader",,"https://cdn.jsdelivr.net/npm/fakeloader@1.0.0/fakeLoader.min.js","2"
"377","popper","1.16.1","https://unpkg.com/popper.js@1","2"
"378","morris","0.5.0","https://justcall.io/app/assets/lib/morrisjs/morris.min.js","2"
"379","datatables","1.10.24","https://cdn.datatables.net/v/dt/dt-1.10.24/datatables.min.js","2"
"380","moment","2.18.1","https://cdn.jsdelivr.net/momentjs/latest/moment.min.js","2"
"381","notification_center_new",,"https://justcall.io/app/assets/js/notification_center_new.js?0","2"
"382","raphael-min","2.1.0","https://justcall.io/app/assets/lib/raphael/raphael-min.js","2"
"383","tippy","5.2.1","https://unpkg.com/tippy.js@5","2"
"384","messages_05_november_2021",,"https://justcall.io/app/sms_assets/messages_05_november_2021.js?v=4","2"
"385","appointments",,"https://justcall.io/app/assets/js/appointments.js?v=25","2"
"386","numeral","2.0.4","https://cdnjs.cloudflare.com/ajax/libs/numeral.js/2.0.4/numeral.min.js","0"
"387","messages_16_august_2021",,"https://justcall.io/app/sms_assets/messages_16_august_2021.js?v=13","2"
"388","firebase-app",,"https://www.gstatic.com/firebasejs/6.1.0/firebase-app.js","2"
"389","appointments-test",,"https://justcall.io/app/assets/js/appointments-test.js?v=42","2"
"390","messages_12_october_2021",,"https://justcall.io/app/sms_assets/messages_12_october_2021.js?v=7","2"
"391","main",,"https://justcall.io/app/sms_assets/react/main.34512cf6.js","2"
"392","messages_05_november_2021",,"https://justcall.io/app/sms_assets/messages_05_november_2021.js?v=3","2"
"393","messages_26_october_2021",,"https://justcall.io/app/sms_assets/messages_26_october_2021.js?v=1","2"
"394","messages_22_december_2021",,"https://justcall.io/app/sms_assets/messages_22_december_2021.js?v=0","2"
"395","messages_06_january_2022",,"https://justcall.io/app/sms_assets/messages_06_january_2022.js?v=1","2"
"396","appointments",,"https://justcall.io/app/assets/js/appointments.js?v=31","2"
"397","appointments",,"https://justcall.io/app/assets/js/appointments.js?v=2","2"
"398","toastr",,"https://justcall.io/app/assets/js/toastr/toastr.min.js","2"
"399","messages_15_july_2021",,"https://justcall.io/app/sms_assets/messages_15_july_2021.js?v=3","2"
"400","generic","1.0.11","https://cdnjs.cloudflare.com/ajax/libs/rainbow/1.2.0/js/language/generic.js","2"
"401","rainbow","1.1.9","https://cdnjs.cloudflare.com/ajax/libs/rainbow/1.2.0/js/rainbow.min.js","2"
"402","html","1.0.9","https://cdnjs.cloudflare.com/ajax/libs/rainbow/1.2.0/js/language/html.js","2"
"403","messages_28_january_2022",,"https://justcall.io/app/sms_assets/messages_28_january_2022.js?v=2","2"
"404","javascript","1.0.9","https://cdnjs.cloudflare.com/ajax/libs/rainbow/1.2.0/js/language/javascript.js","2"
"405","typeahead","0.11.1","https://cdnjs.cloudflare.com/ajax/libs/typeahead.js/0.11.1/typeahead.bundle.min.js","2"
"406","multiple-select","1.2.1","https://justcall.io/app/assets/js/multiple-select.js","0"
"407","excanvas","2.0","https://justcall.io/app/assets/360-player/script/excanvas.js","0"
"408","html2canvas","0.4.1","https://cdnjs.cloudflare.com/ajax/libs/html2canvas/0.4.1/html2canvas.js","2"
"409","json2html",,"https://cdnjs.cloudflare.com/ajax/libs/json2html/1.4.0/json2html.min.js","2"
"410","animsition",,"https://justcall.io/app/alexa/dump/vendor/animsition/js/animsition.min.js","2"
"411","berniecode-animator","1.1.9","https://justcall.io/app/assets/360-player/script/berniecode-animator.js","2"
"412","owl","1.3.3","https://justcall.io/app/assets/owl-carousel/owl.carousel.js","2"
"413","demo-slider-controls",,"https://justcall.io/app/assets/360-player/demo-slider-controls.js","2"
"414","moment",,"https://justcall.io/app/alexa/dump/vendor/daterangepicker/moment.min.js","2"
"415","select2",,"https://justcall.io/app/alexa/dump/vendor/select2/select2.min.js","2"
"416","360player",,"https://justcall.io/app/assets/360-player/script/360player.js","2"
"417","daterangepicker",,"https://justcall.io/app/alexa/dump/vendor/daterangepicker/daterangepicker.js","2"
"418","countdowntime",,"https://justcall.io/app/alexa/dump/vendor/countdowntime/countdowntime.js","2"
"419","main",,"https://justcall.io/app/alexa/dump/js/main.js","2"
"420","sha1",,"https://justcall.io/app/alexa/dump/js/sha1.js","2"
"421","soundmanager2",,"https://justcall.io/script/soundmanager2.js","2"
"422","hark",,"https://cdn.justcall.io/app/assets/js/hark.js","2"
"423","svg-group-element",,"https://justcall.io/app/assets/lib/lib/svg-group-element.js","2"
"424","report",,"https://justcall.io/app/call-quality-troubleshoot/report.js","2"
"425","dtmftone",,"https://cdn.justcall.io/app/assets/js/dtmftone.js","2"
"426","svg-element",,"https://justcall.io/app/assets/lib/lib/svg-element.js","2"
"427","excanvas",,"https://justcall.io/app/assets/lib/excanvas.min.js","2"
"428","jvectormap",,"https://justcall.io/app/assets/lib/lib/jvectormap.js","2"
"429","abstract-canvas-element",,"https://justcall.io/app/assets/lib/lib/abstract-canvas-element.js","2"
"430","abstract-element",,"https://justcall.io/app/assets/lib/lib/abstract-element.js","2"
"431","abstract-shape-element",,"https://justcall.io/app/assets/lib/lib/abstract-shape-element.js","2"
"432","zaf_sdk",,"https://cdn.justcall.io/dialer/zaf_sdk.min.js","2"
"433","svg-canvas-element",,"https://justcall.io/app/assets/lib/lib/svg-canvas-element.js","2"
"434","svg-shape-element",,"https://justcall.io/app/assets/lib/lib/svg-shape-element.js","2"
"435","beepringtone",,"https://cdn.justcall.io/app/assets/js/beepringtone.js","2"
"436","svg-path-element",,"https://justcall.io/app/assets/lib/lib/svg-path-element.js","2"
"437","svg-circle-element",,"https://justcall.io/app/assets/lib/lib/svg-circle-element.js","2"
"438","twilio",,"https://media.twiliocdn.com/sdk/js/client/v1.12/twilio.min.js","2"
"439","twilio",,"https://media.twiliocdn.com/sdk/js/client/v1.8/twilio.min.js","2"
"440","vml-element",,"https://justcall.io/app/assets/lib/lib/vml-element.js","2"
"441","vml-group-element",,"https://justcall.io/app/assets/lib/lib/vml-group-element.js","2"
"442","vml-shape-element",,"https://justcall.io/app/assets/lib/lib/vml-shape-element.js","2"
"443","vml-canvas-element",,"https://justcall.io/app/assets/lib/lib/vml-canvas-element.js","2"
"444","vml-path-element",,"https://justcall.io/app/assets/lib/lib/vml-path-element.js","2"
"445","vector-canvas",,"https://justcall.io/app/assets/lib/lib/vector-canvas.js","2"
"446","vml-circle-element",,"https://justcall.io/app/assets/lib/lib/vml-circle-element.js","2"
"447","simple-scale",,"https://justcall.io/app/assets/lib/lib/simple-scale.js","2"
"448","ordinal-scale",,"https://justcall.io/app/assets/lib/lib/ordinal-scale.js","2"
"449","numeric-scale",,"https://justcall.io/app/assets/lib/lib/numeric-scale.js","2"
"450","color-scale",,"https://justcall.io/app/assets/lib/lib/color-scale.js","2"
"451","loader",,"https://justcall.io/app/call-quality-troubleshoot/loader.js","2"
"452","data-series",,"https://justcall.io/app/assets/lib/lib/data-series.js","2"
"453","world-map",,"https://justcall.io/app/assets/lib/lib/world-map.js","2"
"454","proj",,"https://justcall.io/app/assets/lib/lib/proj.js","2"
"455","wysihtml5",,"https://justcall.io/app/assets/lib/x-editable/inputs-ext/wysihtml5/js/inputs-ext/wysihtml5/wysihtml5.js","2"
"456","prettify",,"https://justcall.io/app/assets/lib/prettify//path/to/prettify.js","2"
"457","dialer_lib","3.4.1","https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1","2"
"458","TweenMax",,"https://justcall.io/app/cancelsub/assets/js/TweenMax.min.js","2"
"459","joinable",,"https://justcall.io/app/cancelsub/assets/js/joinable.js","2"
"460","resizeable",,"https://justcall.io/app/cancelsub/assets/js/resizeable.js","2"
"461","xenon-api",,"https://justcall.io/app/cancelsub/assets/js/xenon-api.js","2"
"462","twilio",,"https://media.twiliocdn.com/sdk/js/client/v1.10/twilio.min.js","2"
"463","interface",,"https://ampm.pro/hubspot2/interface.js?v=155 ","2"
"464","zaf_sdk",,"https://static.zdassets.com/zendesk_app_framework_sdk/2.0/zaf_sdk.min.js","2"
"465","toastr",,"https://justcall.io/app/cancelsub/assets/js/toastr/toastr.min.js","2"
"466","xenon-toggles",,"https://justcall.io/app/cancelsub/assets/js/xenon-toggles.js","2"
"467","multiple-select",,"https://justcall.io/app/cancelsub/assets/js/multiple-select.js","2"
"468","zendesk",,"https://justcall.io/app/zendesk/zendesk.js?v=50 ","2"
"469","countUp",,"https://justcall.io/app/cancelsub/dump/assets/lib/countup/countUp.min.js","2"
"470","statusfirebase_new2_availablity",,"https://justcall.io/app/macapp/dialer_js/statusfirebase_new2_availablity.js?v=0","2"
"471","statusfirebase_new2",,"https://justcall.io/app/macapp/dialer_js/statusfirebase_new2.js?v=17","2"
"472","opencti_min",,"https://cs2.salesforce.com/support/api/42.0/lightning/opencti_min.js","2"
"473","xenon-custom",,"https://justcall.io/app/cancelsub/assets/js/xenon-custom.js","2"
"474","statusfirebase_new2_29nov",,"https://justcall.io/app/macapp/dialer_js/statusfirebase_new2_29nov.js?v=17","2"
"475","owl",,"https://justcall.io/app/cancelsub/assets/owl-carousel/owl.carousel.js","2"
"476","interface",,"https://ampm.pro/hubspot/interface.js ","2"
"477","fakeLoader",,"https://justcall.io/app/cancelsub/assets/js/fakeLoader.js","2"
"478","main",,"https://justcall.io/app/cancelsub/dump/assets/js/main.js","2"
"479","morris",,"https://justcall.io/app/cancelsub/dump/assets/lib/morrisjs/morris.min.js","2"
"480","app-dashboard",,"https://justcall.io/app/cancelsub/dump/assets/js/app-dashboard.js","2"
"481","raphael-min",,"https://justcall.io/app/cancelsub/dump/assets/lib/raphael/raphael-min.js","2"
"482",,"1.0","https://justcall.io/app/integrations_/activecampaign/","2"
"483",,"1.0","https://justcall.io/app/integrations_/agile/","2"
"484",,"1.0","https://justcall.io/app/integrations_/freshsales/","2"
"485",,"1.0","https://justcall.io/app/integrations_/copper/","2"
"486","sweetalert",,"https://d1mfg1uuzfdx15.cloudfront.net/assets/vendor/sweetalert/dist/sweetalert.min.js","2"
"487","modernizr",,"https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js","2"
"488","app-slider",,"https://d1mfg1uuzfdx15.cloudfront.net/assets/js/app-slider.js","2"
"489",,"1.0","https://justcall.io/app/integrations_/freshdesk/","2"
"490",,"1.0","https://justcall.io/app/integrations_/groove/","2"
"491","jssor",,"https://cdn.viralwoot.com/assets/js/jssor.slider.min.js","2"
"492",,,"https://js.stripe.com/v2/","2"
"493",,"1.0","https://justcall.io/app/integrations_/hubspot/","2"
"494",,"1.0","https://justcall.io/app/integrations_/helpscout/","2"
"495","statusfirebase",,"https://justcall.io/app/macapp/dialer_js/statusfirebase.js","2"
"496","wavesurfer","6.0.1","https://unpkg.com/wavesurfer.js/dist/plugin/wavesurfer.cursor.min.js","2"
"497","wavesurfer","6.0.1","https://unpkg.com/wavesurfer.js","2"
"498","statusfirebase",,"https://justcall.io/app/macapp/dialer_js/statusfirebase.js?v=11","2"
"499","dialer_callingservice_twilioUpdate",,"https://justcall.io/app/macapp/dialer_js/dialer_callingservice_twilioUpdate.js?v=79","2"
"500","tribute",,"https://cdnjs.cloudflare.com/ajax/libs/tributejs/5.1.3/tribute.js ","2"
"501","app-form-elements",,"https://cdn.justcall.io/app/assets/js/app-form-elements.js","2"
"502","dialer_live_v2_availablity",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_availablity.js?v=0","2"
"503","ced4108baf","5.15.4","https://kit.fontawesome.com/ced4108baf.js ","2"
"504","dialer_beta_siptransfer",,"https://justcall.io/app/macapp/dialer_js/dialer_beta_siptransfer.js?v=25","2"
"505","dialer_callingservice_zohophonebridge_copy",,"https://justcall.io/app/macapp/dialer_js/dialer_callingservice_zohophonebridge_copy.js?v=5","2"
"506",,"1.0","https://justcall.io/app/integrations_/infusionsoft/","2"
"507","dataTables","3.3.0","https://cdn.datatables.net/fixedcolumns/3.3.0/js/dataTables.fixedColumns.js","2"
"508","dialer_callingservice_zohophonebridge_copy",,"https://justcall.io/app/macapp/$baseurlapp/macapp/dialer_js/dialer_callingservice_zohophonebridge_copy.js?v=5","2"
"509",,"1.0","https://justcall.io/app/integrations_/intercom/","2"
"510","html5shiv",,"https://oss.maxcdn.com/libs/html5shiv/3.7.0/html5shiv.js","2"
"511","dialer_live_v2_29nov",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_29nov.js?v=0","2"
"512","summernote",,"https://cdn.jsdelivr.net/npm/summernote@0.8.18/dist/summernote.min.js","2"
"513","mofa",,"https://justcall.io/app/macapp/$baseurlapp/macapp/dialer_js/mofa.js?v=1","2"
"514","createmoments",,"https://justcall.io/app/voiceintelligence/createmoments.js?","2"
"515","dialer_live_v2_ashu",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_ashu.js?v=0","2"
"516","dialer_beta_dmerge",,"https://justcall.io/app/macapp/dialer_js/dialer_beta_dmerge.js?v=141","2"
"517","dialer_callingservice_zohophonebridge_copy",,"https://justcall.io/app/macapp/$baseurl/app/macapp/dialer_js/dialer_callingservice_zohophonebridge_copy.js?v=5","2"
"518","daterangepicker2","3.0.3","https://justcall.io/theme/assets/lib/daterangepicker/js/daterangepicker2.js","2"
"519","zaf_sdk",,"https://assets.zendesk.com/apps/sdk/2.0/zaf_sdk.js","2"
"520","mofa",,"https://justcall.io/app/macapp/$baseurl/app/macapp/dialer_js/mofa.js?v=1","2"
"521","wavesurfer","5.1.0","https://justcall.io//app/voiceintelligence/assets/js/wavesurfer.cursor.min.js","2"
"522","hark",,"https://justcall.io/app/macapp/hark.js","2"
"523","dialer_transfer_live_new_queue",,"https://justcall.io/app/macapp/dialer_js/dialer_transfer_live_new_queue.js?v=410","2"
"524","ionicons","2.0.1","https://code.ionicframework.com/ionicons/2.0.1/css/ionicons.min.css","0"
"525","dialer_beta_siptransfer_merge",,"https://justcall.io/app/macapp/dialer_js/dialer_beta_siptransfer_merge.js?v=605","2"
"526","dialer_transfer_live_chian",,"https://justcall.io/app/macapp/dialer_js/dialer_transfer_live_chian.js?v=308","2"
"527","shrinkedjs",,"https://cdn.justcall.io/dialer/shrinkedjs.js","2"
"528","callevaluation",,"https://justcall.io/app/voiceintelligence/callevaluation.js","2"
"529","index_combined",,"https://justcall.io/app/macapp/@hubspot/calling-extensions-sdk/demo/./bin/index_combined.js","2"
"530","dialer_live_v2_aakash",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_aakash.js?v=0","2"
"531","dialer_transfer_live_new_hm",,"https://justcall.io/app/macapp/dialer_js/dialer_transfer_live_new_hm.js?v=427","2"
"532","dialer","1.12.1","https://cdn.justcall.io/dialer/dialer.min.js","0"
"533","dialer_live_v2_getarate",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_getarate.js?v=0","2"
"534","onboarding",,"https://justcall.io/app/voiceintelligence/onboarding.js?","2"
"535","dialer_callingservice_twilioUpdate",,"https://justcall.io/app/macapp/$baseurlapp/macapp/dialer_js/dialer_callingservice_twilioUpdate.js?v=79","2"
"536","dialer_live_v2",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2.js?v=0","2"
"537","dialer_live_v2_hs",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_hs.js?v=0","2"
"538","dialer_live_v2_geo",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_geo.js?v=0","2"
"539","jintervals",,"https://cdn.justcall.io/app_old/assets/js/jintervals.js","2"
"540","evaluationfactors",,"https://justcall.io/app/voiceintelligence/evaluationfactors.js?","2"
"541","dialer_live_v2_refresh",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_refresh.js?v=0","2"
"542","script_demo",,"https://justcall.io/app/voiceintelligence/script_demo.js?v=0","2"
"543","dialer_live_v2_update",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_update.js?v=0","2"
"544","dtmftone",,"https://cdn.justcall.io/app_old/assets/js/dtmftone.js","2"
"545","jintervals",,"https://justcall.io/app_old/assets/js/jintervals.js","2"
"546","script",,"https://justcall.io/app/voiceintelligence/script.js","2"
"547","dialer_live_v2_cti",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_cti.js?v=1022","2"
"548","script_demo_ad",,"https://justcall.io/app/voiceintelligence/script_demo_ad.js","2"
"549","script_demo_v2",,"https://justcall.io/app/voiceintelligence/script_demo_v2.js","2"
"550","app-form-elements",,"https://cdn.justcall.io/app/assets/js/app-form-elements.js","2"
"551","dtmftone",,"https://justcall.io/app_old/assets/js/dtmftone.js","2"
"552","dialer_live_v2_sso",,"https://justcall.io/app/macapp/dialer_js/dialer_live_v2_sso.js?v=0","2"
"553","script",,"https://justcall.io/app/voiceintelligence/./script.js","2"
"554","script_live_v2",,"https://justcall.io/app/voiceintelligence/script_live_v2.js","2"
"555","mofa",,"https://justcall.io/app/macapp/dialer_js/mofa.js?v=1","2"
"556","toastr",,"https://justcall.io/app_old/assets/js/toastr/toastr.min.js","2"
"557","script_demo_v2_deep",,"https://justcall.io/app/voiceintelligence/script_demo_v2_deep.js","2"
"558","multiple-select","1.2.1","https://cdn.justcall.io/app/assets/clicktocall/js/multiple-select.js","0"
"559","1a28e18715",,"https://use.fontawesome.com/1a28e18715.js","2"
"560","toastr",,"https://cdn.justcall.io/app/assets/clicktocall/js/toastr.min.js","2"
"561","script_sidebar",,"https://justcall.io/app/voiceintelligence/script_sidebar.js","2"
"562","datepicker",,"https://cdn.justcall.io/app/assets/clicktocall/air-datepicker/js/i18n/datepicker.en.js","2"
"563","jstz","1.0.6","https://cdn.justcall.io/app/assets/clicktocall/js/jstz.min.js","0"
"564","script_demo_v3",,"https://justcall.io/app/voiceintelligence/script_demo_v3.js","2"
"565","datepicker","2.2.3","https://cdn.justcall.io/app/assets/clicktocall/air-datepicker/js/datepicker.min.js","2"
"566","wavesurfer","5.1.0","https://justcall.io//app/voiceintelligence/assets/js/wavesurfer.js","2"
"567","twilio",,"https://media.twiliocdn.com/sdk/js/client/v1.6/twilio.min.js","2"
"568","intlTelInput","15.0.0","https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/15.0.0/js/intlTelInput.min.js","2"
"569","respond",,"https://oss.maxcdn.com/libs/respond.js/1.3.0/respond.min.js","2"
"570","resizeable",,"https://justcall.io/app_old/assets/js/resizeable.js","2"
"571","xenon-api","1.3","https://justcall.io/app_old/assets/js/xenon-api.js","2"
"572","xenon-toggles",,"https://justcall.io/app_old/assets/js/xenon-toggles.js","2"
"573","fakeLoader","1.1.0","https://justcall.io/app_old/assets/js/fakeLoader.js","2"
"574","easytimer","2.3.0","https://justcall.io/clicktocall/assets/easytimer.min.js","2"
"575","twilio","1.12.1","https://media.twiliocdn.com/sdk/js/client/releases/1.12.1/twilio.min.js","2"
"576","main","1.2.0","https://justcall.io/theme/assets/js/main.js","2"
"577","script","1.20.1","https://www.pixxett.com/htmldemos/api/v-2/js/script.js","2"
"578","frametwilio",,"https://justcall.io/clicktocall/assets/frametwilio.js","2"
"579","joinable","1.18.9","https://justcall.io/app_old/assets/js/joinable.js","2"
"580","datepicker",,"https://justcall.io/app_old/assets/air-datepicker/js/i18n/datepicker.en.js","2"
"581","twilio",,"https://media.twiliocdn.com/sdk/js/client/v1.4/twilio.js","2"
"582","framejs",,"https://justcall.io/clicktocall/assets/framejs.js","2"
"583","messagescreen",,"https://justcall.io/clicktocall/app/messagescreen.js","2"
"584","pixxett","1.6","https://justcall.io/developer-docs/js/pixxett.js","2"
"585","common",,"https://justcall.io/developer-docs/js/common.js","2"
"586","jstz","1.0.6","https://justcall.io/app_old/assets/timezone-detect/jstz.min.js","0"
"587","vanilla",,"https://justcall.io/clicktocall/assests/vanilla.js","2"
"588","moment-timezone",,"https://cdn.justcall.io/js/moment-timezone.js","2"
"589","jctw",,"https://justcall.io/app/macapp/jctw.js","2"
"590","smscount",,"https://cdn.justcall.io/dialer/smscount.min.js","2"
"591","dialer_transfer_fd_two",,"https://justcall.io/app/macapp/dialer_js/dialer_transfer_fd_two.js?v=","2"
"592","multiple-select","1.2.1","https://justcall.io/app_old/assets/js/multiple-select.js","0"
"593","twiliolastest1",,"https://cdn.justcall.io/dialer/twiliolastest1.js","2"
"594","callingscreen",,"https://justcall.io/clicktocall/app/callingscreen.js?v=1","2"
"595","xenon-custom",,"https://justcall.io/app_old/assets/js/xenon-custom.js","2"
"596","calendarscreen",,"https://justcall.io/clicktocall/app/calendarscreen.js?v=5","2"
"597","pixxett","1.6","https://justcall.io/developer-docs_8_jun/js/pixxett.js","2"
"598","owl","1.3.3","https://justcall.io/app_old/assets/owl-carousel/owl.carousel.js","2"
"599","datepicker","2.2.3","https://justcall.io/app_old/assets/air-datepicker/js/datepicker.min.js","2"
"600","TweenMax","1.13.1","https://justcall.io/app_old/assets/js/TweenMax.min.js","2"
"601","common",,"https://justcall.io/developer-docs_8_jun/js/common.js","2"
"602","scroll","2.1","https://justcall.io/developer-docs/js/scroll.js","2"
"603","waveform",,"https://justcall.io/div/js/waveform.js","2"
"604","prism",,"https://justcall.io/developer-docs/js/prism.js","2"
"605","validator","0.10.2","https://justcall.io/integrations/assets/js/validator.js","2"
"606","custom",,"https://justcall.io/integrations/assets/js/custom.js","2"
"607","contact",,"https://justcall.io/integrations/assets/js/contact.js","2"
"608","dtmftone",,"https://justcall.io/app/assets/js/dtmftone.js","2"
"609","scroll","2.1","https://justcall.io/developer-docs_8_jun/js/scroll.js","2"
"610","messenger-sheet-library",,"https://js.intercomcdn.com/messenger-sheet-library.latest.js","2"
"611","prism",,"https://justcall.io/developer-docs_8_jun/js/prism.js","2"
"612","dialer_callingservice_twilioUpdate",,"https://justcall.io/app/macapp/$baseurl/app/macapp/dialer_js/dialer_callingservice_twilioUpdate.js?v=79","2"
"613","html5shiv",,"https://oss.maxcdn.com/html5shiv/3.7.3/html5shiv.min.js","2"
"614","messenger-sheet-library",,"https://s3.amazonaws.com/intercom-sheets.com/messenger-sheet-library.latest.js","2"
"615","script","2.0","https://justcall.io/nextapp/Documentation/assets/js/script.js","1"
