"id","line_no","script","path","updated_script","file_path","version","vulnerable","zap_col_1"
"15419","932","<script src=""https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1""></script>","https://justcall.io/app/macapp/dialpad_app_v2_cti.php","<script src=""https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1""></script>","https://justcall.io/app/macapp","0","1",
"15420","934","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_cti.php","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15443","550","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_geo.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15456","921","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_geo.php","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15467","589","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_getarate.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15473","1003","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_getarate.php","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15495","489","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_hm.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15498","880","<script src=""<? echo *baseurl; ?>app/macapp/dialer/dialer_lib.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_hm.php","<script src=""https://justcall.io/app/macapp/dialer/dialer_lib.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15501","881","<script src=""https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1""></script>","https://justcall.io/app/macapp/dialpad_app_v2_hm.php","<script src=""https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1""></script>","https://justcall.io/app/macapp","0","1",
"15522","575","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_hs.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15528","989","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_hs.php","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15549","596","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_kmp.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15555","1010","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_kmp.php","<script src=""https://cdn.justcall.io/app/assets/js/dialer_jquery.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15577","447","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_queue.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15580","824","<script src=""<? echo *baseurl; ?>app/macapp/dialer/dialer_lib.min.js""></script>","https://justcall.io/app/macapp/dialpad_app_v2_queue.php","<script src=""https://justcall.io/app/macapp/dialer/dialer_lib.min.js""></script>","https://justcall.io/app/macapp","0","1",
"15586","825","<script src=""https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1""></script>","https://justcall.io/app/macapp/dialpad_app_v2_queue.php","<script src=""https://cdn.justcall.io/dialer/dialer_lib.min.js?v=1""></script>","https://justcall.io/app/macapp","0","1",
