"id","line_no","script","path","updated_script","file_path","version","vulnerable","zap_col_1"
"5","760","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/8x8-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"7","759","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/8x8-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"28","696","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/activecampaign-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"50","353","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/addons.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"54","354","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/addons.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"80","354","<script src=""https://justcall.io/newsite/assets/js/bootstrap.min.js""></script>","https://justcall.io/advanced-filters.php","<script src=""https://justcall.io/newsite/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"99","697","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/agile-crm-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"124","529","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/aircall-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"147","776","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/aircall-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"148","777","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/aircall-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"173","288","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/all-business-phone-system.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"174","289","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/all-business-phone-system.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"191","694","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/amo-crm-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"215","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/android-app.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"242","169","<script src=""assets/js/bootstrap.min.js""></script>","https://justcall.io/app_login.php","<script src=""https://justcall.io/assets/js/bootstrap.min.js""></script>","https://justcall.io/","0","1",
"249","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/appointment-scheduler.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"273","1378","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/autodialer.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"296","1377","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/autodialer_new.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"297","1378","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/autodialer_new.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"320","648","<script src=""//cdn.justcall.io/partnerlandling/assets/js/jquery-3.1.1.min.js""></script>","https://justcall.io/autodialer_old.php","<script src=""//cdn.justcall.io/partnerlandling/assets/js/jquery-3.1.1.min.js""></script>","https://justcall.io","0","1",
"321","651","<script src=""//cdn.justcall.io/partnerlandling/assets/js/bootstrap.min.js""></script>","https://justcall.io/autodialer_old.php","<script src=""//cdn.justcall.io/partnerlandling/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"334","269","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/beta-thank-you.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"335","270","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/beta-thank-you.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"354","795","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/black-friday.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"355","796","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/black-friday.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"379","421","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/blackfriday.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"380","422","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/blackfriday.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"385","351","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/blacklist-numbers.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"410","464","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/bulk-sms-campaign-pricing.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"411","465","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/bulk-sms-campaign-pricing.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"412","466","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/bulk-sms-campaign-pricing.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"413","467","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/bulk-sms-campaign-pricing.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"436","374","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/bulk-sms-campaign-pricing_old.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"437","375","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/bulk-sms-campaign-pricing_old.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"456","355","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/bulk-sms-mms.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"480","908","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/business-phone-system.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"503","1348","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/business-phone_copy.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"504","1349","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/business-phone_copy.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"527","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-analytics.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"550","1652","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/call-center-software-features.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"554","1653","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-center-software-features.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"579","1490","<script src=""https://cdn.justcall.io/app/assets/lib/jquery-ui/jquery-ui.min.js"" type=""text/javascript""></script>","https://justcall.io/call-center-software-integration.php","<script src=""https://cdn.justcall.io/app/assets/lib/jquery-ui/jquery-ui.min.js"" type=""text/javascript""></script>","https://justcall.io","0","1",
"601","9","<script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js""></script>","https://justcall.io/call-center-software-integration_vaibhav.php","<script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js""></script>","https://justcall.io","0","1",
"602","10","<script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js""></script>","https://justcall.io/call-center-software-integration_vaibhav.php","<script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js""></script>","https://justcall.io","0","1",
"606","1485","<script src=""https://cdn.justcall.io/app/assets/lib/jquery/jquery.min.js"" type=""text/javascript""></script>","https://justcall.io/call-center-software-integration_vaibhav.php","<script src=""https://cdn.justcall.io/app/assets/lib/jquery/jquery.min.js"" type=""text/javascript""></script>","https://justcall.io","0","1",
"608","1490","<script src=""https://cdn.justcall.io/app/assets/lib/jquery-ui/jquery-ui.min.js"" type=""text/javascript""></script>","https://justcall.io/call-center-software-integration_vaibhav.php","<script src=""https://cdn.justcall.io/app/assets/lib/jquery-ui/jquery-ui.min.js"" type=""text/javascript""></script>","https://justcall.io","0","1",
"618","1120","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/call-diagnostics.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"619","1121","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-diagnostics.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"623","1125","<script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js""></script>","https://justcall.io/call-diagnostics.php","<script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js""></script>","https://justcall.io","0","1",
"626","354","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-extension.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"651","241","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/call-forwarding.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"653","242","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/call-forwarding.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"672","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-monitoring.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"695","352","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-notes.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"718","354","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-queues.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"742","330","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-tagging.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"766","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/call-whispering.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"791","349","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/callcharge.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"816","245","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/callcharge_old.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"818","244","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/callcharge_old.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"835","352","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calldisposition-codes.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"857","351","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/calldisposition-codes_old.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"858","352","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calldisposition-codes_old.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"882","520","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calldistribution.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"907","243","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calldistribution_old.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"908","244","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calldistribution_old.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"926","352","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calldistribution_old2.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"927","351","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/calldistribution_old2.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"953","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/caller-id.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"973","536","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/callhippo-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"974","537","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/callhippo-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1000","490","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-rates.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1002","491","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calling-rates.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1025","376","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calling-rates060618.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1026","377","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-rates060618.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1047","490","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-rates_30april2021.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1048","491","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calling-rates_30april2021.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1049","488","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calling-rates_30april2021.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1072","490","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-rates_new.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1074","491","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calling-rates_new.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1097","489","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/calling-rates_newsite.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"1098","490","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-rates_newsite.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1099","491","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calling-rates_newsite.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1101","488","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calling-rates_newsite.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1123","398","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calling-rates_old.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1124","399","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-rates_old.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1144","488","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calling-ratesv1.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1146","490","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-ratesv1.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1147","491","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calling-ratesv1.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1170","488","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calling-ratesv2.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1172","490","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calling-ratesv2.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1173","491","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/calling-ratesv2.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1195","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/callroot.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1220","242","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/calltagging.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1221","243","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/calltagging.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1239","694","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/capsule-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1264","1685","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/ckindex.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1265","1686","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/ckindex.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1282","353","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/click-to-call-website.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1306","352","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/click-to-call.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1330","356","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/click-to-device.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1354","728","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/close-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1380","758","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/cloudtalk-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1381","757","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/cloudtalk-justcall.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"1405","337","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/cold-transfer.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1432","351","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/concurrentcalls.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1454","243","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/concurrentcalls_old.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1455","244","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/concurrentcalls_old.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1473","350","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/conference-calling.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1496","985","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io/contact-center-software-copy.php","<script src=""https://cdn.justcall.io/main/assets/js/jquery-3.3.1.min.js""></script>","https://justcall.io","0","1",
"1497","986","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/contact-center-software-copy.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1520","1298","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/contact-center-software.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1547","237","<script src=""assets/js/bootstrap.min.js""></script>","https://justcall.io/contacts2_niu.php","<script src=""https://justcall.io/assets/js/bootstrap.min.js""></script>","https://justcall.io/","0","1",
"1558","394","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/contactus.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1581","394","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/contactus_new.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1603","303","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/contactus_oldtheme.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
"1605","304","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io/contactus_oldtheme.php","<script src=""https://cdn.justcall.io/js/plugins/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1623","1178","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/conversation_intelligence_v2.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1646","695","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io/copper-call-sms-integration.php","<script src=""https://cdn.justcall.io/main/assets/js/bootstrap.min.js""></script>","https://justcall.io","0","1",
"1670","220","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io/countries.php","<script src=""https://cdn.justcall.io/js/plugins/jquery1.11.2.min.js""></script>","https://justcall.io","0","1",
